Domain,Timestamp,Response Status,Response Time,RCODE,TTL,Addresses,Error
google.com,1695129721.289,1,95.118,,,[],
google.com,1695129725.592,1,76.896,,,[],
google.com,1695129727.082,1,84.247,,,[],
google.com,1695129728.623,1,73.650,,,[],
google.com,1695129736.595,1,92.788,,,[],
google.com,1695129740.961,1,109.771,,,[],
google.com,1695129745.532,1,94.699,,,[],
google.com,1695129753.041,1,91.528,,,[],
google.com,1695129763.206,1,86.505,,,[],
google.com,1695129764.607,1,83.099,,,[],
google.com,1695129769.075,1,60.302,,,[],
google.com,1695129773.525,1,81.701,,,[],
google.com,1695129774.956,1,79.120,,,[],
google.com,1695129776.625,1,61.202,,,[],
google.com,1695129781.171,-1,3051.529,,,[],could not convert string to float: ''
google.com,1695129785.631,1,61.156,,,[],
google.com,1695129790.320,1,54.736,,,[],
google.com,1695129791.851,-1,3071.262,,,[],could not convert string to float: ''
google.com,1695129802.595,1,101.440,,,[],
google.com,1695129807.130,1,67.331,,,[],
google.com,1695129808.510,1,62.820,,,[],
google.com,1695129812.855,1,67.281,,,[],
google.com,1695129817.364,1,83.978,,,[],
google.com,1695129821.688,1,63.274,,,[],
google.com,1695129829.070,1,82.058,,,[],
google.com,1695129842.209,-1,3062.364,,,[],could not convert string to float: ''
google.com,1695129846.839,-1,3056.720,,,[],could not convert string to float: ''
google.com,1695129851.774,1,113.885,,,[],
google.com,1695129853.467,1,72.387,,,[],
google.com,1695129854.867,1,81.706,,,[],
google.com,1695129856.440,1,76.748,,,[],
google.com,1695129857.787,1,98.005,,,[],
google.com,1695129859.232,1,74.888,,,[],
google.com,1695129860.749,1,83.598,,,[],
google.com,1695129865.336,1,79.774,,,[],
google.com,1695129869.644,1,67.826,,,[],
google.com,1695129873.943,1,78.009,,,[],
google.com,1695129878.257,1,79.343,,,[],
google.com,1695129882.639,1,61.061,,,[],
google.com,1695129887.220,1,94.468,,,[],
google.com,1695129894.628,1,60.896,,,[],
google.com,1695129899.410,1,112.443,,,[],
google.com,1695129901.402,1,64.447,,,[],
google.com,1695129906.133,1,70.819,,,[],
google.com,1695129907.550,1,78.225,,,[],
google.com,1695129911.759,1,94.124,,,[],
google.com,1695129916.322,1,77.455,,,[],
google.com,1695129917.838,1,62.148,,,[],
google.com,1695129919.232,1,91.767,,,[],
google.com,1695129920.718,1,106.629,,,[],
google.com,1695129928.471,1,64.040,,,[],
google.com,1695129932.888,1,82.224,,,[],
google.com,1695129937.232,1,109.170,,,[],
